epoch;accuracy;loss;val_accuracy;val_loss
0;0.5467391014099121;1.5502679347991943;0.5782608985900879;0.7172501683235168
1;0.645108699798584;0.7106494903564453;0.6934782862663269;0.5881197452545166
2;0.6722826361656189;0.6722735166549683;0.643478274345398;0.6853607892990112
3;0.7005434632301331;0.5772264003753662;0.7152174115180969;0.5510546565055847
4;0.685326099395752;0.6627607345581055;0.6000000238418579;0.9116662740707397
5;0.7233695387840271;0.6009097695350647;0.6847826242446899;0.6428858041763306
6;0.7451087236404419;0.5260972380638123;0.7782608866691589;0.5048353672027588
7;0.748369574546814;0.5526914596557617;0.6630434989929199;0.695867657661438
8;0.7445651888847351;0.572710394859314;0.7652173638343811;0.4836571216583252
9;0.739673912525177;0.595474362373352;0.7043478488922119;0.6213178634643555
