epoch;accuracy;loss;val_accuracy;val_loss
0;0.48723188042640686;2.5409626960754395;0.6432748436927795;0.8376646041870117
1;0.7599591612815857;0.5688859224319458;0.5263158082962036;1.062799096107483
2;0.8917262554168701;0.3105752766132355;0.6374269127845764;0.8840480446815491
3;0.9417773485183716;0.2186928540468216;0.6257309913635254;1.043784737586975
4;0.9908069372177124;0.11149856448173523;0.6081871390342712;0.9496336579322815
5;0.9989785552024841;0.07743854820728302;0.6198830604553223;1.010554313659668
6;0.9989785552024841;0.05947484076023102;0.6198830604553223;1.0321334600448608
7;0.9989785552024841;0.040850233286619186;0.6081871390342712;1.0421440601348877
8;0.9989785552024841;0.031234584748744965;0.6257309913635254;1.0687229633331299
9;1.0;0.025663631036877632;0.6198830604553223;1.1072746515274048
